model,qid,language,n_candidates,pass_at_1,pass_at_2,pass_at_3,pass_at_4,pass_at_5
qwen3-coder-480b-a35b-instruct,2931,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2931,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2931,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2938,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2938,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2938,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2938,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2938,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2938,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2938,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2938,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2940,C,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2940,C#,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2940,C++,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2940,Golang,5,0,0,0,0,1
qwen3-coder-480b-a35b-instruct,2940,Java,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2940,JavaScript,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2940,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2940,Rust,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2942,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2942,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2942,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2942,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2942,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2942,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2942,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2942,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2944,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2944,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2944,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2944,Golang,5,0,0,0,0,1
qwen3-coder-480b-a35b-instruct,2944,Java,5,0,1,1,1,1
qwen3-coder-480b-a35b-instruct,2944,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2944,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2944,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,295,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,295,C#,5,0,1,1,1,1
qwen3-coder-480b-a35b-instruct,295,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,295,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,295,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,295,JavaScript,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,295,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,295,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2951,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2951,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2951,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2951,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2951,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2951,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2951,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2951,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2952,C,5,0,1,1,1,1
qwen3-coder-480b-a35b-instruct,2952,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2952,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2952,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2952,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2952,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2952,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2952,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2960,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2960,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2960,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2960,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2960,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2960,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2960,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2960,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2961,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2961,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2961,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2961,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2961,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2961,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2961,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2961,Rust,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2962,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2962,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2962,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2962,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2962,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2962,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2962,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2962,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2965,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2965,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2965,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2965,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2965,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2965,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2965,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2965,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2966,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2966,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2966,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2966,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2966,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2966,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2966,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2966,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2970,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2970,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2970,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2970,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2970,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2970,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2970,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2970,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2972,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2972,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2972,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2972,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2972,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2972,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2972,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2972,Rust,5,0,0,0,0,1
qwen3-coder-480b-a35b-instruct,2974,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2974,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2974,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2974,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2974,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2974,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2974,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2974,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2981,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2981,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2981,C++,5,0,1,1,1,1
qwen3-coder-480b-a35b-instruct,2981,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2981,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2981,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2981,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2981,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2982,C,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2982,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2982,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2982,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2982,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2982,JavaScript,5,0,0,0,0,1
qwen3-coder-480b-a35b-instruct,2982,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2982,Rust,5,0,1,1,1,1
qwen3-coder-480b-a35b-instruct,299,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,299,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,299,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,299,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,299,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,299,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,299,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,299,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,2999,C,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2999,C#,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2999,C++,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2999,Golang,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2999,Java,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,2999,JavaScript,5,0,0,0,1,1
qwen3-coder-480b-a35b-instruct,2999,Python3,5,0,0,0,1,1
qwen3-coder-480b-a35b-instruct,2999,Rust,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,30,C,5,0,1,1,1,1
qwen3-coder-480b-a35b-instruct,30,C#,5,0,1,1,1,1
qwen3-coder-480b-a35b-instruct,30,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,30,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,30,Java,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,30,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,30,Python3,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,30,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,300,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,300,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,300,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,300,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,300,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,300,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,300,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,300,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3000,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3000,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3000,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3000,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3000,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3000,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3000,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3000,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3005,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3005,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3005,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3005,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3005,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3005,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3005,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3005,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3007,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3007,C#,5,0,0,0,1,1
qwen3-coder-480b-a35b-instruct,3007,C++,5,0,1,1,1,1
qwen3-coder-480b-a35b-instruct,3007,Golang,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3007,Java,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3007,JavaScript,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3007,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3007,Rust,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,301,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,301,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,301,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,301,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,301,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,301,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,301,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,301,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3011,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3011,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3011,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3011,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3011,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3011,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3011,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3011,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3019,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3019,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3019,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3019,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3019,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3019,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3019,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3019,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3024,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3024,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3024,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3024,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3024,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3024,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3024,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3024,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,303,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,303,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,303,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,303,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,303,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,303,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,303,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,303,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3038,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3038,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3038,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3038,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3038,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3038,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3038,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3038,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3040,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3040,C#,5,0,1,1,1,1
qwen3-coder-480b-a35b-instruct,3040,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3040,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3040,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3040,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3040,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3040,Rust,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3046,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3046,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3046,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3046,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3046,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3046,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3046,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3046,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,306,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,306,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,306,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,306,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,306,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,306,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,306,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,306,Rust,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3065,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3065,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3065,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3065,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3065,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3065,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3065,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3065,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3066,C,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3066,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3066,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3066,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3066,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3066,JavaScript,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3066,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3066,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,307,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,307,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,307,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,307,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,307,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,307,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,307,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,307,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3072,C,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3072,C#,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3072,C++,5,0,0,0,0,1
qwen3-coder-480b-a35b-instruct,3072,Golang,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3072,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3072,JavaScript,5,0,0,1,1,1
qwen3-coder-480b-a35b-instruct,3072,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3072,Rust,5,0,0,0,1,1
qwen3-coder-480b-a35b-instruct,3083,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3083,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3083,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3083,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3083,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3083,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3083,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3083,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3085,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3085,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3085,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3085,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3085,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3085,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3085,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3085,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3086,C,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3086,C#,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3086,C++,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3086,Golang,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3086,Java,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3086,JavaScript,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3086,Python3,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3086,Rust,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,309,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,309,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,309,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,309,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,309,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,309,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,309,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,309,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3095,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3095,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3095,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3095,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3095,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3095,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3095,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3095,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3096,C,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3096,C#,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3096,C++,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3096,Golang,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3096,Java,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3096,JavaScript,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3096,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3096,Rust,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3097,C,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3097,C#,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3097,C++,5,0,0,1,1,1
qwen3-coder-480b-a35b-instruct,3097,Golang,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3097,Java,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3097,JavaScript,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3097,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3097,Rust,5,0,0,1,1,1
qwen3-coder-480b-a35b-instruct,3098,C,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3098,C#,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3098,C++,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3098,Golang,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3098,Java,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3098,JavaScript,5,0,1,1,1,1
qwen3-coder-480b-a35b-instruct,3098,Python3,5,1,1,1,1,1
qwen3-coder-480b-a35b-instruct,3098,Rust,5,0,0,0,0,0
qwen3-coder-480b-a35b-instruct,3099,C,5,1,1,1,1,1
