qid,reference_language_count,after_generation_language_count,after_all_language_count,is_complete_reference,is_complete_after_all,languages_reference,languages_after_generation,languages_after_all,new_languages_from_generation,new_languages_from_translation,missing_languages_after_all
2178,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2179,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2180,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2182,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2183,2,7,7,0,0,C++|Python3,C++|C#|Java|JavaScript|Python3|Golang|Rust,C++|C#|Java|JavaScript|Python3|Golang|Rust,C#|Java|JavaScript|Golang|Rust,,C
2185,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2187,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2188,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2190,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2191,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2195,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2197,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2200,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2202,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2206,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2207,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2208,6,8,8,0,1,C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|Rust,,
2210,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2215,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2216,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2217,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2220,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2222,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2224,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2225,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2226,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2227,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2231,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2232,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2233,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2234,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2235,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2239,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2240,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2241,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2243,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2244,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2248,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2255,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2259,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2261,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2264,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2269,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2270,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2272,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2273,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2274,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2275,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2276,4,8,8,0,1,C++|Java|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|JavaScript|Rust,,
2278,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2283,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2286,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2287,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2288,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2294,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2296,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2299,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2300,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2302,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2303,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2306,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2309,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2310,2,8,8,0,1,C++|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Java|JavaScript|Golang|Rust,,
2311,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2315,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2327,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2332,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2335,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2336,5,8,8,0,1,C++|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C#|Rust,,
2337,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2338,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2341,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2342,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2347,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2348,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2349,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2351,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2353,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2357,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2363,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2364,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2367,5,8,8,0,1,C|C++|C#|Java|JavaScript,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Python3|Golang|Rust,,
2369,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2376,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2379,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2383,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2386,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2389,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2390,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2391,7,8,8,0,1,C|C++|C#|Java|JavaScript|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Python3,,
2395,5,8,8,0,1,C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|Golang|Rust,,
2398,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2399,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2404,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2409,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2410,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2411,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2412,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2413,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2414,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2418,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2419,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2420,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2423,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2427,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2432,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2434,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2437,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2438,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2441,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2444,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2446,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2451,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2454,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2455,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2460,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2462,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2465,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2469,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2475,6,8,8,0,1,C|C++|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C#|Rust,,
2485,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2488,6,8,8,0,1,C|C++|C#|Java|JavaScript|Python3,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Golang|Rust,,
2490,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2496,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2502,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2506,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2511,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2512,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2516,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2517,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2520,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2525,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2529,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
2530,7,8,8,0,1,C|C++|C#|Java|JavaScript|Python3|Golang,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,Rust,,
2535,8,8,8,1,1,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,C|C++|C#|Java|JavaScript|Python3|Golang|Rust,,,
