model,qid,source_lang,target_lang,n_candidates,pass_at_1,pass_at_2,pass_at_3,pass_at_4,pass_at_5
gpt-4o,2555,C++,Golang,5,0,0,0,1,1
gpt-4o,2555,C++,Java,5,0,1,1,1,1
gpt-4o,2555,C++,JavaScript,5,0,0,1,1,1
gpt-4o,2555,C++,Python3,5,0,0,0,0,0
gpt-4o,2555,C++,Rust,5,1,1,1,1,1
gpt-4o,2555,Golang,C,5,0,0,0,1,1
gpt-4o,2555,Golang,C#,5,0,0,0,0,1
gpt-4o,2555,Golang,C++,5,1,1,1,1,1
gpt-4o,2555,Golang,Java,5,1,1,1,1,1
gpt-4o,2555,Golang,JavaScript,5,1,1,1,1,1
gpt-4o,2555,Golang,Python3,5,0,0,0,0,0
gpt-4o,2555,Golang,Rust,5,1,1,1,1,1
gpt-4o,2555,Java,C,5,0,1,1,1,1
gpt-4o,2555,Java,C#,5,1,1,1,1,1
gpt-4o,2555,Java,C++,5,1,1,1,1,1
gpt-4o,2555,Java,Golang,5,0,1,1,1,1
gpt-4o,2555,Java,JavaScript,5,0,1,1,1,1
gpt-4o,2555,Java,Python3,5,0,0,0,1,1
gpt-4o,2555,Java,Rust,5,0,0,1,1,1
gpt-4o,2555,JavaScript,C,5,0,0,1,1,1
gpt-4o,2555,JavaScript,C#,5,1,1,1,1,1
gpt-4o,2555,JavaScript,C++,5,1,1,1,1,1
gpt-4o,2555,JavaScript,Golang,5,0,1,1,1,1
gpt-4o,2555,JavaScript,Java,5,1,1,1,1,1
gpt-4o,2555,JavaScript,Python3,5,1,1,1,1,1
gpt-4o,2555,JavaScript,Rust,5,0,1,1,1,1
gpt-4o,2555,Python3,C,5,1,1,1,1,1
gpt-4o,2555,Python3,C#,5,1,1,1,1,1
gpt-4o,2555,Python3,C++,5,1,1,1,1,1
gpt-4o,2555,Python3,Golang,5,0,0,1,1,1
gpt-4o,2555,Python3,Java,5,1,1,1,1,1
gpt-4o,2555,Python3,JavaScript,5,1,1,1,1,1
gpt-4o,2555,Python3,Rust,5,1,1,1,1,1
gpt-4o,2555,Rust,C,5,1,1,1,1,1
gpt-4o,2555,Rust,C#,5,0,0,1,1,1
gpt-4o,2555,Rust,C++,5,1,1,1,1,1
gpt-4o,2555,Rust,Golang,5,0,0,1,1,1
gpt-4o,2555,Rust,Java,5,1,1,1,1,1
gpt-4o,2555,Rust,JavaScript,5,0,0,0,0,1
gpt-4o,2555,Rust,Python3,5,0,0,0,0,0
gpt-4o,2563,C,C#,5,0,0,0,0,0
gpt-4o,2563,C,C++,5,0,0,0,0,0
gpt-4o,2563,C,Golang,5,1,1,1,1,1
gpt-4o,2563,C,Java,5,1,1,1,1,1
gpt-4o,2563,C,JavaScript,5,0,0,0,0,0
gpt-4o,2563,C,Python3,5,0,0,0,0,0
gpt-4o,2563,C,Rust,5,0,0,0,0,1
gpt-4o,2563,C#,C,5,0,0,0,0,0
gpt-4o,2563,C#,C++,5,0,1,1,1,1
gpt-4o,2563,C#,Golang,5,0,1,1,1,1
gpt-4o,2563,C#,Java,5,0,1,1,1,1
gpt-4o,2563,C#,JavaScript,5,0,0,0,0,0
gpt-4o,2563,C#,Python3,5,0,0,0,1,1
gpt-4o,2563,C#,Rust,5,1,1,1,1,1
gpt-4o,2563,C++,C,5,0,0,0,0,0
gpt-4o,2563,C++,C#,5,0,1,1,1,1
gpt-4o,2563,C++,Golang,5,1,1,1,1,1
gpt-4o,2563,C++,Java,5,0,1,1,1,1
gpt-4o,2563,C++,JavaScript,5,1,1,1,1,1
gpt-4o,2563,C++,Python3,5,0,0,1,1,1
gpt-4o,2563,C++,Rust,5,0,0,0,0,1
gpt-4o,2563,Golang,C,5,0,0,0,0,0
gpt-4o,2563,Golang,C#,5,0,0,0,0,0
gpt-4o,2563,Golang,C++,5,1,1,1,1,1
gpt-4o,2563,Golang,Java,5,1,1,1,1,1
gpt-4o,2563,Golang,JavaScript,5,0,0,0,0,0
gpt-4o,2563,Golang,Python3,5,0,0,1,1,1
gpt-4o,2563,Golang,Rust,5,1,1,1,1,1
gpt-4o,2563,Java,C,5,1,1,1,1,1
gpt-4o,2563,Java,C#,5,1,1,1,1,1
gpt-4o,2563,Java,C++,5,1,1,1,1,1
gpt-4o,2563,Java,Golang,5,0,0,1,1,1
gpt-4o,2563,Java,JavaScript,5,0,0,0,0,0
gpt-4o,2563,Java,Python3,5,1,1,1,1,1
gpt-4o,2563,Java,Rust,5,0,0,0,0,0
gpt-4o,2563,JavaScript,C,5,0,0,0,0,0
gpt-4o,2563,JavaScript,C#,5,0,0,0,0,0
gpt-4o,2563,JavaScript,C++,5,0,0,0,0,1
gpt-4o,2563,JavaScript,Golang,5,1,1,1,1,1
gpt-4o,2563,JavaScript,Java,5,0,0,1,1,1
gpt-4o,2563,JavaScript,Python3,5,0,0,0,0,1
gpt-4o,2563,JavaScript,Rust,5,0,0,0,0,0
gpt-4o,2563,Python3,C,5,0,0,0,0,0
gpt-4o,2563,Python3,C#,5,0,1,1,1,1
gpt-4o,2563,Python3,C++,5,1,1,1,1,1
gpt-4o,2563,Python3,Golang,5,1,1,1,1,1
gpt-4o,2563,Python3,Java,5,0,0,1,1,1
gpt-4o,2563,Python3,JavaScript,5,0,0,0,0,0
gpt-4o,2563,Python3,Rust,5,0,0,1,1,1
gpt-4o,2563,Rust,C,5,0,0,0,0,0
gpt-4o,2563,Rust,C#,5,0,0,0,0,0
gpt-4o,2563,Rust,C++,5,1,1,1,1,1
gpt-4o,2563,Rust,Golang,5,1,1,1,1,1
gpt-4o,2563,Rust,Java,5,0,1,1,1,1
gpt-4o,2563,Rust,JavaScript,5,0,0,0,0,0
gpt-4o,2563,Rust,Python3,5,0,0,0,0,0
gpt-4o,2566,C,C#,5,0,0,0,0,0
gpt-4o,2566,C,C++,5,1,1,1,1,1
gpt-4o,2566,C,Golang,5,0,0,0,1,1
gpt-4o,2566,C,Java,5,0,0,0,1,1
gpt-4o,2566,C,JavaScript,5,0,0,0,0,0
gpt-4o,2566,C,Python3,5,0,0,0,0,0
gpt-4o,2566,C,Rust,5,0,0,0,0,1
gpt-4o,2566,C#,C,5,0,0,1,1,1
gpt-4o,2566,C#,C++,5,1,1,1,1,1
gpt-4o,2566,C#,Golang,5,0,0,0,0,1
gpt-4o,2566,C#,Java,5,0,0,1,1,1
gpt-4o,2566,C#,JavaScript,5,0,1,1,1,1
gpt-4o,2566,C#,Python3,5,0,0,0,0,0
gpt-4o,2566,C#,Rust,5,0,1,1,1,1
gpt-4o,2566,C++,C,5,0,0,0,0,0
gpt-4o,2566,C++,C#,5,0,0,0,0,0
gpt-4o,2566,C++,Golang,5,0,0,0,0,1
gpt-4o,2566,C++,Java,5,0,1,1,1,1
gpt-4o,2566,C++,JavaScript,5,0,0,1,1,1
gpt-4o,2566,C++,Python3,5,0,0,0,0,0
gpt-4o,2566,C++,Rust,5,0,1,1,1,1
gpt-4o,2566,Golang,C,5,0,0,0,0,0
gpt-4o,2566,Golang,C#,5,0,0,0,0,0
gpt-4o,2566,Golang,C++,5,1,1,1,1,1
gpt-4o,2566,Golang,Java,5,1,1,1,1,1
gpt-4o,2566,Golang,JavaScript,5,0,0,0,0,0
gpt-4o,2566,Golang,Python3,5,0,0,0,0,0
gpt-4o,2566,Golang,Rust,5,0,0,0,0,0
gpt-4o,2566,Java,C,5,0,0,0,0,0
gpt-4o,2566,Java,C#,5,0,1,1,1,1
gpt-4o,2566,Java,C++,5,1,1,1,1,1
gpt-4o,2566,Java,Golang,5,1,1,1,1,1
gpt-4o,2566,Java,JavaScript,5,0,0,0,0,1
gpt-4o,2566,Java,Python3,5,0,0,0,0,0
gpt-4o,2566,Java,Rust,5,0,0,0,1,1
gpt-4o,2566,JavaScript,C,5,0,0,0,0,0
gpt-4o,2566,JavaScript,C#,5,0,0,0,0,0
gpt-4o,2566,JavaScript,C++,5,0,1,1,1,1
gpt-4o,2566,JavaScript,Golang,5,0,0,0,0,0
gpt-4o,2566,JavaScript,Java,5,1,1,1,1,1
gpt-4o,2566,JavaScript,Python3,5,1,1,1,1,1
gpt-4o,2566,JavaScript,Rust,5,0,0,1,1,1
gpt-4o,2566,Python3,C,5,0,1,1,1,1
gpt-4o,2566,Python3,C#,5,0,1,1,1,1
gpt-4o,2566,Python3,C++,5,0,1,1,1,1
gpt-4o,2566,Python3,Golang,5,0,1,1,1,1
gpt-4o,2566,Python3,Java,5,1,1,1,1,1
gpt-4o,2566,Python3,JavaScript,5,0,0,0,0,0
gpt-4o,2566,Python3,Rust,5,1,1,1,1,1
gpt-4o,2566,Rust,C,5,0,1,1,1,1
gpt-4o,2566,Rust,C#,5,1,1,1,1,1
gpt-4o,2566,Rust,C++,5,0,1,1,1,1
gpt-4o,2566,Rust,Golang,5,0,0,0,0,0
gpt-4o,2566,Rust,Java,5,1,1,1,1,1
gpt-4o,2566,Rust,JavaScript,5,0,0,0,0,0
gpt-4o,2566,Rust,Python3,5,0,0,0,1,1
gpt-4o,2575,C,C#,5,0,0,0,0,0
gpt-4o,2575,C,C++,5,1,1,1,1,1
gpt-4o,2575,C,Golang,5,1,1,1,1,1
gpt-4o,2575,C,Java,5,1,1,1,1,1
gpt-4o,2575,C,JavaScript,5,1,1,1,1,1
gpt-4o,2575,C,Python3,5,0,0,0,0,0
gpt-4o,2575,C,Rust,5,0,0,0,0,1
gpt-4o,2575,C#,C,5,1,1,1,1,1
gpt-4o,2575,C#,C++,5,1,1,1,1,1
gpt-4o,2575,C#,Golang,5,1,1,1,1,1
gpt-4o,2575,C#,Java,5,1,1,1,1,1
gpt-4o,2575,C#,JavaScript,5,1,1,1,1,1
gpt-4o,2575,C#,Python3,5,0,0,1,1,1
gpt-4o,2575,C#,Rust,5,0,1,1,1,1
gpt-4o,2575,C++,C,5,1,1,1,1,1
gpt-4o,2575,C++,C#,5,0,1,1,1,1
gpt-4o,2575,C++,Golang,5,1,1,1,1,1
gpt-4o,2575,C++,Java,5,0,1,1,1,1
gpt-4o,2575,C++,JavaScript,5,1,1,1,1,1
gpt-4o,2575,C++,Python3,5,1,1,1,1,1
gpt-4o,2575,C++,Rust,5,0,1,1,1,1
gpt-4o,2575,Golang,C,5,1,1,1,1,1
gpt-4o,2575,Golang,C#,5,0,0,0,0,0
gpt-4o,2575,Golang,C++,5,1,1,1,1,1
gpt-4o,2575,Golang,Java,5,1,1,1,1,1
gpt-4o,2575,Golang,JavaScript,5,1,1,1,1,1
gpt-4o,2575,Golang,Python3,5,0,1,1,1,1
gpt-4o,2575,Golang,Rust,5,1,1,1,1,1
gpt-4o,2575,Java,C,5,1,1,1,1,1
gpt-4o,2575,Java,C#,5,1,1,1,1,1
gpt-4o,2575,Java,C++,5,1,1,1,1,1
gpt-4o,2575,Java,Golang,5,1,1,1,1,1
gpt-4o,2575,Java,JavaScript,5,1,1,1,1,1
gpt-4o,2575,Java,Python3,5,0,0,1,1,1
gpt-4o,2575,Java,Rust,5,1,1,1,1,1
gpt-4o,2575,JavaScript,C,5,1,1,1,1,1
gpt-4o,2575,JavaScript,C#,5,0,0,0,1,1
gpt-4o,2575,JavaScript,C++,5,1,1,1,1,1
gpt-4o,2575,JavaScript,Golang,5,1,1,1,1,1
gpt-4o,2575,JavaScript,Java,5,1,1,1,1,1
gpt-4o,2575,JavaScript,Python3,5,0,0,0,0,0
gpt-4o,2575,JavaScript,Rust,5,0,0,0,0,0
gpt-4o,2575,Python3,C,5,1,1,1,1,1
gpt-4o,2575,Python3,C#,5,1,1,1,1,1
gpt-4o,2575,Python3,C++,5,0,0,1,1,1
gpt-4o,2575,Python3,Golang,5,1,1,1,1,1
gpt-4o,2575,Python3,Java,5,1,1,1,1,1
gpt-4o,2575,Python3,JavaScript,5,1,1,1,1,1
gpt-4o,2575,Python3,Rust,5,0,0,0,0,0
gpt-4o,2575,Rust,C,5,1,1,1,1,1
gpt-4o,2575,Rust,C#,5,0,0,0,0,0
gpt-4o,2575,Rust,C++,5,1,1,1,1,1
gpt-4o,2575,Rust,Golang,5,1,1,1,1,1
gpt-4o,2575,Rust,Java,5,1,1,1,1,1
gpt-4o,2575,Rust,JavaScript,5,1,1,1,1,1
gpt-4o,2575,Rust,Python3,5,1,1,1,1,1
gpt-4o,2576,C,C#,5,0,1,1,1,1
gpt-4o,2576,C,C++,5,1,1,1,1,1
gpt-4o,2576,C,Golang,5,0,1,1,1,1
gpt-4o,2576,C,Java,5,0,0,0,1,1
gpt-4o,2576,C,JavaScript,5,0,0,0,0,0
gpt-4o,2576,C,Python3,5,0,0,0,0,0
gpt-4o,2576,C,Rust,5,1,1,1,1,1
gpt-4o,2576,C#,C,5,0,0,0,0,0
gpt-4o,2576,C#,C++,5,0,0,0,0,0
gpt-4o,2576,C#,Golang,5,1,1,1,1,1
gpt-4o,2576,C#,Java,5,0,0,0,0,0
gpt-4o,2576,C#,JavaScript,5,0,0,0,0,0
gpt-4o,2576,C#,Python3,5,0,0,0,0,0
gpt-4o,2576,C#,Rust,5,0,1,1,1,1
gpt-4o,2576,C++,C,5,0,0,0,0,0
gpt-4o,2576,C++,C#,5,1,1,1,1,1
gpt-4o,2576,C++,Golang,5,1,1,1,1,1
gpt-4o,2576,C++,Java,5,1,1,1,1,1
gpt-4o,2576,C++,JavaScript,5,0,0,0,0,1
gpt-4o,2576,C++,Python3,5,0,0,0,0,0
gpt-4o,2576,C++,Rust,5,0,1,1,1,1
gpt-4o,2576,Golang,C,5,0,0,0,0,0
gpt-4o,2576,Golang,C#,5,1,1,1,1,1
gpt-4o,2576,Golang,C++,5,1,1,1,1,1
gpt-4o,2576,Golang,Java,5,0,1,1,1,1
gpt-4o,2576,Golang,JavaScript,5,0,0,0,0,0
gpt-4o,2576,Golang,Python3,5,0,0,0,0,0
gpt-4o,2576,Golang,Rust,5,1,1,1,1,1
gpt-4o,2576,Java,C,5,0,0,0,0,0
gpt-4o,2576,Java,C#,5,0,0,0,0,0
gpt-4o,2576,Java,C++,5,0,1,1,1,1
gpt-4o,2576,Java,Golang,5,1,1,1,1,1
gpt-4o,2576,Java,JavaScript,5,0,0,0,1,1
gpt-4o,2576,Java,Python3,5,0,0,0,0,0
gpt-4o,2576,Java,Rust,5,0,1,1,1,1
gpt-4o,2576,JavaScript,C,5,0,0,0,0,0
gpt-4o,2576,JavaScript,C#,5,0,0,0,0,0
gpt-4o,2576,JavaScript,C++,5,1,1,1,1,1
gpt-4o,2576,JavaScript,Golang,5,1,1,1,1,1
gpt-4o,2576,JavaScript,Java,5,0,1,1,1,1
gpt-4o,2576,JavaScript,Python3,5,0,0,0,1,1
gpt-4o,2576,JavaScript,Rust,5,0,1,1,1,1
gpt-4o,2576,Python3,C,5,1,1,1,1,1
gpt-4o,2576,Python3,C#,5,1,1,1,1,1
gpt-4o,2576,Python3,C++,5,0,0,0,0,0
gpt-4o,2576,Python3,Golang,5,1,1,1,1,1
gpt-4o,2576,Python3,Java,5,0,1,1,1,1
gpt-4o,2576,Python3,JavaScript,5,0,0,0,0,0
gpt-4o,2576,Python3,Rust,5,0,0,0,1,1
gpt-4o,2576,Rust,C,5,0,0,1,1,1
gpt-4o,2576,Rust,C#,5,1,1,1,1,1
gpt-4o,2576,Rust,C++,5,0,1,1,1,1
gpt-4o,2576,Rust,Golang,5,1,1,1,1,1
gpt-4o,2576,Rust,Java,5,0,1,1,1,1
gpt-4o,2576,Rust,JavaScript,5,0,0,0,0,0
gpt-4o,2576,Rust,Python3,5,0,0,0,0,0
gpt-4o,2580,C,C#,5,0,0,0,0,0
gpt-4o,2580,C,C++,5,0,1,1,1,1
gpt-4o,2580,C,Golang,5,0,1,1,1,1
gpt-4o,2580,C,Java,5,1,1,1,1,1
gpt-4o,2580,C,JavaScript,5,0,0,0,0,0
gpt-4o,2580,C,Python3,5,1,1,1,1,1
gpt-4o,2580,C,Rust,5,1,1,1,1,1
gpt-4o,2580,C#,C,5,0,0,0,0,0
gpt-4o,2580,C#,C++,5,0,0,0,0,0
gpt-4o,2580,C#,Golang,5,1,1,1,1,1
gpt-4o,2580,C#,Java,5,0,1,1,1,1
gpt-4o,2580,C#,JavaScript,5,0,0,0,0,0
gpt-4o,2580,C#,Python3,5,1,1,1,1,1
gpt-4o,2580,C#,Rust,5,0,0,0,0,0
gpt-4o,2580,C++,C,5,0,1,1,1,1
gpt-4o,2580,C++,C#,5,0,0,0,0,1
gpt-4o,2580,C++,Golang,5,1,1,1,1,1
gpt-4o,2580,C++,Java,5,1,1,1,1,1
gpt-4o,2580,C++,JavaScript,5,0,0,0,0,0
gpt-4o,2580,C++,Python3,5,1,1,1,1,1
gpt-4o,2580,C++,Rust,5,0,0,0,0,1
gpt-4o,2580,Golang,C,5,0,0,0,0,0
gpt-4o,2580,Golang,C#,5,0,0,1,1,1
gpt-4o,2580,Golang,C++,5,1,1,1,1,1
gpt-4o,2580,Golang,Java,5,1,1,1,1,1
gpt-4o,2580,Golang,JavaScript,5,0,0,0,0,0
gpt-4o,2580,Golang,Python3,5,1,1,1,1,1
gpt-4o,2580,Golang,Rust,5,0,0,1,1,1
gpt-4o,2580,Java,C,5,0,0,0,1,1
gpt-4o,2580,Java,C#,5,1,1,1,1,1
gpt-4o,2580,Java,C++,5,1,1,1,1,1
gpt-4o,2580,Java,Golang,5,1,1,1,1,1
gpt-4o,2580,Java,JavaScript,5,0,0,0,0,0
gpt-4o,2580,Java,Python3,5,1,1,1,1,1
gpt-4o,2580,Java,Rust,5,0,0,0,0,0
gpt-4o,2580,JavaScript,C,5,0,0,0,1,1
gpt-4o,2580,JavaScript,C#,5,0,1,1,1,1
gpt-4o,2580,JavaScript,C++,5,0,0,1,1,1
gpt-4o,2580,JavaScript,Golang,5,1,1,1,1,1
gpt-4o,2580,JavaScript,Java,5,1,1,1,1,1
gpt-4o,2580,JavaScript,Python3,5,0,0,0,0,0
gpt-4o,2580,JavaScript,Rust,5,0,0,0,0,0
gpt-4o,2580,Python3,C,5,0,0,0,0,0
gpt-4o,2580,Python3,C#,5,0,0,1,1,1
gpt-4o,2580,Python3,C++,5,1,1,1,1,1
gpt-4o,2580,Python3,Golang,5,1,1,1,1,1
gpt-4o,2580,Python3,Java,5,0,1,1,1,1
gpt-4o,2580,Python3,JavaScript,5,0,0,0,0,0
gpt-4o,2580,Python3,Rust,5,0,0,1,1,1
gpt-4o,2580,Rust,C,5,1,1,1,1,1
gpt-4o,2580,Rust,C#,5,0,0,0,1,1
gpt-4o,2580,Rust,C++,5,0,0,1,1,1
gpt-4o,2580,Rust,Golang,5,1,1,1,1,1
gpt-4o,2580,Rust,Java,5,1,1,1,1,1
gpt-4o,2580,Rust,JavaScript,5,0,0,0,0,0
gpt-4o,2580,Rust,Python3,5,1,1,1,1,1
gpt-4o,2588,C,C#,5,1,1,1,1,1
gpt-4o,2588,C,C++,5,1,1,1,1,1
gpt-4o,2588,C,Golang,5,1,1,1,1,1
gpt-4o,2588,C,Java,5,1,1,1,1,1
gpt-4o,2588,C,JavaScript,5,1,1,1,1,1
gpt-4o,2588,C,Python3,5,0,0,1,1,1
gpt-4o,2588,C,Rust,5,1,1,1,1,1
gpt-4o,2588,C#,C,5,1,1,1,1,1
gpt-4o,2588,C#,C++,5,1,1,1,1,1
gpt-4o,2588,C#,Golang,5,1,1,1,1,1
gpt-4o,2588,C#,Java,5,1,1,1,1,1
gpt-4o,2588,C#,JavaScript,5,1,1,1,1,1
gpt-4o,2588,C#,Python3,5,1,1,1,1,1
gpt-4o,2588,C#,Rust,5,1,1,1,1,1
gpt-4o,2588,C++,C,5,1,1,1,1,1
gpt-4o,2588,C++,C#,5,0,1,1,1,1
gpt-4o,2588,C++,Golang,5,1,1,1,1,1
gpt-4o,2588,C++,Java,5,1,1,1,1,1
gpt-4o,2588,C++,JavaScript,5,1,1,1,1,1
gpt-4o,2588,C++,Python3,5,1,1,1,1,1
gpt-4o,2588,C++,Rust,5,1,1,1,1,1
gpt-4o,2588,Golang,C,5,0,1,1,1,1
gpt-4o,2588,Golang,C#,5,0,0,1,1,1
gpt-4o,2588,Golang,C++,5,1,1,1,1,1
gpt-4o,2588,Golang,Java,5,1,1,1,1,1
gpt-4o,2588,Golang,JavaScript,5,1,1,1,1,1
gpt-4o,2588,Golang,Python3,5,1,1,1,1,1
gpt-4o,2588,Golang,Rust,5,1,1,1,1,1
gpt-4o,2588,Java,C,5,1,1,1,1,1
gpt-4o,2588,Java,C#,5,1,1,1,1,1
gpt-4o,2588,Java,C++,5,1,1,1,1,1
gpt-4o,2588,Java,Golang,5,1,1,1,1,1
gpt-4o,2588,Java,JavaScript,5,1,1,1,1,1
gpt-4o,2588,Java,Python3,5,0,0,0,0,0
gpt-4o,2588,Java,Rust,5,1,1,1,1,1
gpt-4o,2588,JavaScript,C,5,1,1,1,1,1
gpt-4o,2588,JavaScript,C#,5,0,0,0,0,0
gpt-4o,2588,JavaScript,C++,5,0,1,1,1,1
gpt-4o,2588,JavaScript,Golang,5,1,1,1,1,1
gpt-4o,2588,JavaScript,Java,5,1,1,1,1,1
gpt-4o,2588,JavaScript,Python3,5,0,0,0,0,0
gpt-4o,2588,JavaScript,Rust,5,1,1,1,1,1
gpt-4o,2588,Python3,C,5,0,1,1,1,1
gpt-4o,2588,Python3,C#,5,1,1,1,1,1
gpt-4o,2588,Python3,C++,5,1,1,1,1,1
gpt-4o,2588,Python3,Golang,5,1,1,1,1,1
gpt-4o,2588,Python3,Java,5,1,1,1,1,1
gpt-4o,2588,Python3,JavaScript,5,1,1,1,1,1
gpt-4o,2588,Python3,Rust,5,1,1,1,1,1
gpt-4o,2588,Rust,C,5,1,1,1,1,1
gpt-4o,2588,Rust,C#,5,0,0,1,1,1
gpt-4o,2588,Rust,C++,5,0,1,1,1,1
gpt-4o,2588,Rust,Golang,5,1,1,1,1,1
gpt-4o,2588,Rust,Java,5,1,1,1,1,1
gpt-4o,2588,Rust,JavaScript,5,1,1,1,1,1
gpt-4o,2588,Rust,Python3,5,0,0,0,0,1
gpt-4o,2589,C,C#,5,1,1,1,1,1
gpt-4o,2589,C,C++,5,1,1,1,1,1
gpt-4o,2589,C,Golang,5,1,1,1,1,1
gpt-4o,2589,C,Java,5,1,1,1,1,1
gpt-4o,2589,C,JavaScript,5,1,1,1,1,1
gpt-4o,2589,C,Python3,5,1,1,1,1,1
gpt-4o,2589,C,Rust,5,0,0,1,1,1
gpt-4o,2589,C#,C,5,0,0,0,0,0
gpt-4o,2589,C#,C++,5,1,1,1,1,1
gpt-4o,2589,C#,Golang,5,1,1,1,1,1
gpt-4o,2589,C#,Java,5,1,1,1,1,1
gpt-4o,2589,C#,JavaScript,5,1,1,1,1,1
gpt-4o,2589,C#,Python3,5,0,0,0,1,1
gpt-4o,2589,C#,Rust,5,0,0,0,1,1
gpt-4o,2589,C++,C,5,0,0,0,0,0
gpt-4o,2589,C++,C#,5,0,0,1,1,1
gpt-4o,2589,C++,Golang,5,1,1,1,1,1
gpt-4o,2589,C++,Java,5,1,1,1,1,1
gpt-4o,2589,C++,JavaScript,5,1,1,1,1,1
gpt-4o,2589,C++,Python3,5,0,0,1,1,1
gpt-4o,2589,C++,Rust,5,0,0,1,1,1
gpt-4o,2589,Golang,C,5,0,0,0,0,0
gpt-4o,2589,Golang,C#,5,1,1,1,1,1
gpt-4o,2589,Golang,C++,5,1,1,1,1,1
gpt-4o,2589,Golang,Java,5,1,1,1,1,1
gpt-4o,2589,Golang,JavaScript,5,1,1,1,1,1
gpt-4o,2589,Golang,Python3,5,0,1,1,1,1
gpt-4o,2589,Golang,Rust,5,0,0,1,1,1
gpt-4o,2589,Java,C,5,0,0,0,0,0
gpt-4o,2589,Java,C#,5,0,0,1,1,1
gpt-4o,2589,Java,C++,5,1,1,1,1,1
gpt-4o,2589,Java,Golang,5,1,1,1,1,1
gpt-4o,2589,Java,JavaScript,5,0,1,1,1,1
gpt-4o,2589,Java,Python3,5,1,1,1,1,1
gpt-4o,2589,Java,Rust,5,0,0,1,1,1
gpt-4o,2589,JavaScript,C,5,0,0,0,0,0
gpt-4o,2589,JavaScript,C#,5,0,0,0,0,0
gpt-4o,2589,JavaScript,C++,5,1,1,1,1,1
gpt-4o,2589,JavaScript,Golang,5,1,1,1,1,1
gpt-4o,2589,JavaScript,Java,5,1,1,1,1,1
gpt-4o,2589,JavaScript,Python3,5,1,1,1,1,1
gpt-4o,2589,JavaScript,Rust,5,0,0,0,0,0
gpt-4o,2589,Python3,C,5,0,0,0,0,0
gpt-4o,2589,Python3,C#,5,0,1,1,1,1
gpt-4o,2589,Python3,C++,5,1,1,1,1,1
gpt-4o,2589,Python3,Golang,5,0,0,1,1,1
gpt-4o,2589,Python3,Java,5,1,1,1,1,1
gpt-4o,2589,Python3,JavaScript,5,0,1,1,1,1
gpt-4o,2589,Python3,Rust,5,0,1,1,1,1
gpt-4o,2589,Rust,C,5,0,0,0,0,0
gpt-4o,2589,Rust,C#,5,0,0,0,0,1
gpt-4o,2589,Rust,C++,5,1,1,1,1,1
gpt-4o,2589,Rust,Golang,5,0,1,1,1,1
gpt-4o,2589,Rust,Java,5,1,1,1,1,1
gpt-4o,2589,Rust,JavaScript,5,0,1,1,1,1
gpt-4o,2589,Rust,Python3,5,0,0,1,1,1
gpt-4o,2595,C,C#,5,0,1,1,1,1
gpt-4o,2595,C,C++,5,1,1,1,1,1
gpt-4o,2595,C,Golang,5,1,1,1,1,1
gpt-4o,2595,C,Java,5,1,1,1,1,1
gpt-4o,2595,C,JavaScript,5,1,1,1,1,1
gpt-4o,2595,C,Python3,5,0,0,0,0,1
gpt-4o,2595,C,Rust,5,1,1,1,1,1
gpt-4o,2595,C#,C,5,1,1,1,1,1
gpt-4o,2595,C#,C++,5,0,1,1,1,1
gpt-4o,2595,C#,Golang,5,1,1,1,1,1
gpt-4o,2595,C#,Java,5,1,1,1,1,1
gpt-4o,2595,C#,JavaScript,5,1,1,1,1,1
gpt-4o,2595,C#,Python3,5,0,0,1,1,1
gpt-4o,2595,C#,Rust,5,1,1,1,1,1
gpt-4o,2595,C++,C,5,1,1,1,1,1
gpt-4o,2595,C++,C#,5,1,1,1,1,1
gpt-4o,2595,C++,Golang,5,1,1,1,1,1
gpt-4o,2595,C++,Java,5,1,1,1,1,1
gpt-4o,2595,C++,JavaScript,5,0,0,1,1,1
gpt-4o,2595,C++,Python3,5,1,1,1,1,1
gpt-4o,2595,C++,Rust,5,1,1,1,1,1
gpt-4o,2595,Golang,C,5,1,1,1,1,1
gpt-4o,2595,Golang,C#,5,0,0,1,1,1
gpt-4o,2595,Golang,C++,5,1,1,1,1,1
gpt-4o,2595,Golang,Java,5,1,1,1,1,1
gpt-4o,2595,Golang,JavaScript,5,1,1,1,1,1
gpt-4o,2595,Golang,Python3,5,0,0,1,1,1
gpt-4o,2595,Golang,Rust,5,1,1,1,1,1
gpt-4o,2595,Java,C,5,1,1,1,1,1
gpt-4o,2595,Java,C#,5,1,1,1,1,1
gpt-4o,2595,Java,C++,5,0,1,1,1,1
gpt-4o,2595,Java,Golang,5,1,1,1,1,1
gpt-4o,2595,Java,JavaScript,5,1,1,1,1,1
gpt-4o,2595,Java,Python3,5,0,1,1,1,1
gpt-4o,2595,Java,Rust,5,1,1,1,1,1
gpt-4o,2595,JavaScript,C,5,1,1,1,1,1
gpt-4o,2595,JavaScript,C#,5,0,0,1,1,1
gpt-4o,2595,JavaScript,C++,5,0,1,1,1,1
gpt-4o,2595,JavaScript,Golang,5,1,1,1,1,1
gpt-4o,2595,JavaScript,Java,5,1,1,1,1,1
gpt-4o,2595,JavaScript,Python3,5,0,0,0,0,0
gpt-4o,2595,JavaScript,Rust,5,1,1,1,1,1
gpt-4o,2595,Python3,C,5,1,1,1,1,1
gpt-4o,2595,Python3,C#,5,0,0,1,1,1
